lote_id,fecha_inicio,fecha_fin,actividad,area,duracion_min,rendimiento_kg,humedad_pct,defectos_kg,motivo_parada,operadores,notas
L-1003,2025-10-12T20:06:55.296317,2025-10-12T20:33:55.296317,Limpieza,Acondicionamiento,27,960,9.69,0,,2,
L-1003,2025-10-12T21:21:55.296317,2025-10-12T21:39:55.296317,Control-Materia-Prima,Acondicionamiento,18,980,8.28,0,,4,
L-1003,2025-10-12T21:51:55.296317,2025-10-12T22:35:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,987,16.0,0,,3,Humedad alta
L-1003,2025-10-12T23:12:55.296317,2025-10-13T01:12:55.296317,Molienda,Molienda,120,1008,9.36,0,,6,
L-1003,2025-10-13T01:29:55.296317,2025-10-13T03:08:55.296317,Control-Calidad-Molienda,Molienda,99,987,8.0,0,falla_electrica,2,
L-1003,2025-10-13T03:20:55.296317,2025-10-13T03:38:55.296317,Preparacion-Dosificacion,Envasado,18,994,9.79,0,,1,
L-1003,2025-10-13T03:58:55.296317,2025-10-13T04:40:55.296317,Sellado-Etiquetado,Envasado,42,767,14.48,0,,2,
L-1004,2025-10-15T06:08:55.296317,2025-10-15T06:40:55.296317,Limpieza,Acondicionamiento,32,1039,11.51,0,,3,
L-1004,2025-10-15T07:19:55.296317,2025-10-15T07:39:55.296317,Control-Materia-Prima,Acondicionamiento,20,892,11.42,0,,6,
L-1004,2025-10-15T08:12:55.296317,2025-10-15T08:51:55.296317,Preparacion-Alimentacion-Molinos,Molienda,39,984,13.23,0,,3,
L-1004,2025-10-15T09:33:55.296317,2025-10-15T11:34:55.296317,Molienda,Molienda,121,923,10.78,0,,2,
L-1004,2025-10-15T12:11:55.296317,2025-10-15T12:34:55.296317,Control-Calidad-Molienda,Molienda,23,907,15.71,0,,6,Humedad alta
L-1004,2025-10-15T13:15:55.296317,2025-10-15T13:30:55.296317,Preparacion-Dosificacion,Envasado,15,898,12.57,0,,4,
L-1004,2025-10-15T14:01:55.296317,2025-10-15T14:33:55.296317,Sellado-Etiquetado,Envasado,32,773,12.83,0,,1,
L-1005,2025-10-11T22:46:55.296317,2025-10-11T23:15:55.296317,Limpieza,Acondicionamiento,29,875,13.26,0,,3,
L-1005,2025-10-11T23:37:55.296317,2025-10-11T23:57:55.296317,Control-Materia-Prima,Acondicionamiento,20,861,13.19,0,,6,
L-1005,2025-10-12T00:08:55.296317,2025-10-12T01:12:55.296317,Preparacion-Alimentacion-Molinos,Molienda,64,1029,15.39,0,,3,Humedad alta
L-1005,2025-10-12T01:43:55.296317,2025-10-12T03:10:55.296317,Molienda,Molienda,87,856,12.16,0,,5,
L-1005,2025-10-12T03:15:55.296317,2025-10-12T03:42:55.296317,Control-Calidad-Molienda,Molienda,27,895,12.59,0,,6,
L-1005,2025-10-12T04:29:55.296317,2025-10-12T04:46:55.296317,Preparacion-Dosificacion,Envasado,17,872,10.58,0,,1,
L-1005,2025-10-12T05:38:55.296317,2025-10-12T06:12:55.296317,Sellado-Etiquetado,Envasado,34,887,8.0,0,,1,
L-1006,2025-10-02T01:58:55.296317,2025-10-02T02:29:55.296317,Limpieza,Acondicionamiento,31,1023,12.39,0,,6,
L-1006,2025-10-02T02:49:55.296317,2025-10-02T03:08:55.296317,Control-Materia-Prima,Acondicionamiento,19,990,15.18,0,,4,Humedad alta
L-1006,2025-10-02T03:26:55.296317,2025-10-02T04:14:55.296317,Preparacion-Alimentacion-Molinos,Molienda,48,922,10.1,0,,4,
L-1006,2025-10-02T04:48:55.296317,2025-10-02T06:38:55.296317,Molienda,Molienda,110,996,14.49,0,,2,
L-1006,2025-10-02T07:17:55.296317,2025-10-02T07:43:55.296317,Control-Calidad-Molienda,Molienda,26,911,13.91,0,,3,
L-1006,2025-10-02T08:11:55.296317,2025-10-02T08:30:55.296317,Preparacion-Dosificacion,Envasado,19,944,9.96,0,,1,
L-1006,2025-10-02T09:17:55.296317,2025-10-02T09:51:55.296317,Sellado-Etiquetado,Envasado,34,891,10.08,0,,2,
L-1007,2025-09-28T21:04:55.296317,2025-09-28T21:38:55.296317,Limpieza,Acondicionamiento,34,926,13.14,0,,4,
L-1007,2025-09-28T22:15:55.296317,2025-09-28T22:36:55.296317,Control-Materia-Prima,Acondicionamiento,21,848,12.39,0,,5,
L-1007,2025-09-28T23:34:55.296317,2025-09-29T00:18:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,955,12.47,0,,6,
L-1007,2025-09-29T01:08:55.296317,2025-09-29T02:47:55.296317,Molienda,Molienda,99,892,12.15,0,,3,
L-1007,2025-09-29T03:26:55.296317,2025-09-29T03:53:55.296317,Control-Calidad-Molienda,Molienda,27,913,9.49,0,,2,
L-1007,2025-09-29T04:20:55.296317,2025-09-29T04:39:55.296317,Preparacion-Dosificacion,Envasado,19,891,13.83,0,,4,
L-1007,2025-09-29T05:23:55.296317,2025-09-29T05:57:55.296317,Sellado-Etiquetado,Envasado,34,731,12.12,0,,4,
L-1008,2025-10-01T18:54:55.296317,2025-10-01T19:26:55.296317,Limpieza,Acondicionamiento,32,994,9.76,0,,3,
L-1008,2025-10-01T19:48:55.296317,2025-10-01T20:10:55.296317,Control-Materia-Prima,Acondicionamiento,22,1091,11.48,0,,5,
L-1008,2025-10-01T20:37:55.296317,2025-10-01T22:24:55.296317,Preparacion-Alimentacion-Molinos,Molienda,107,909,16.19,0,atasco,4,Humedad alta
L-1008,2025-10-01T22:46:55.296317,2025-10-02T01:10:55.296317,Molienda,Molienda,144,776,11.35,0,,6,
L-1008,2025-10-02T01:36:55.296317,2025-10-02T02:05:55.296317,Control-Calidad-Molienda,Molienda,29,928,11.54,0,,4,
L-1008,2025-10-02T02:12:55.296317,2025-10-02T02:33:55.296317,Preparacion-Dosificacion,Envasado,21,921,11.71,0,,4,
L-1008,2025-10-02T03:14:55.296317,2025-10-02T03:45:55.296317,Sellado-Etiquetado,Envasado,31,876,12.7,0,,2,
L-1009,2025-10-13T06:05:55.296317,2025-10-13T06:39:55.296317,Limpieza,Acondicionamiento,34,1044,10.95,0,,4,
L-1009,2025-10-13T07:16:55.296317,2025-10-13T07:37:55.296317,Control-Materia-Prima,Acondicionamiento,21,973,14.39,0,,3,
L-1009,2025-10-13T07:54:55.296317,2025-10-13T08:27:55.296317,Preparacion-Alimentacion-Molinos,Molienda,33,1025,9.62,0,,6,
L-1009,2025-10-13T09:25:55.296317,2025-10-13T10:57:55.296317,Molienda,Molienda,92,951,12.01,0,,4,
L-1009,2025-10-13T11:31:55.296317,2025-10-13T11:51:55.296317,Control-Calidad-Molienda,Molienda,20,933,8.0,0,,2,
L-1009,2025-10-13T12:14:55.296317,2025-10-13T12:33:55.296317,Preparacion-Dosificacion,Envasado,19,793,11.66,0,,2,
L-1009,2025-10-13T13:21:55.296317,2025-10-13T13:53:55.296317,Sellado-Etiquetado,Envasado,32,972,12.46,0,,1,
L-1010,2025-10-12T11:40:55.296317,2025-10-12T12:10:55.296317,Limpieza,Acondicionamiento,30,1069,9.85,0,,5,
L-1010,2025-10-12T12:30:55.296317,2025-10-12T12:52:55.296317,Control-Materia-Prima,Acondicionamiento,22,1085,15.88,0,,3,Humedad alta
L-1010,2025-10-12T13:08:55.296317,2025-10-12T13:46:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,984,8.36,0,,2,
L-1010,2025-10-12T14:20:55.296317,2025-10-12T16:30:55.296317,Molienda,Molienda,130,952,8.86,0,,5,
L-1010,2025-10-12T17:14:55.296317,2025-10-12T17:38:55.296317,Control-Calidad-Molienda,Molienda,24,952,8.0,0,,5,
L-1010,2025-10-12T17:53:55.296317,2025-10-12T18:12:55.296317,Preparacion-Dosificacion,Envasado,19,810,11.89,0,,4,
L-1010,2025-10-12T18:57:55.296317,2025-10-12T19:35:55.296317,Sellado-Etiquetado,Envasado,38,874,14.69,0,,3,
L-1011,2025-10-18T04:59:55.296317,2025-10-18T05:30:55.296317,Limpieza,Acondicionamiento,31,1019,10.93,0,,4,
L-1011,2025-10-18T06:09:55.296317,2025-10-18T06:29:55.296317,Control-Materia-Prima,Acondicionamiento,20,975,12.19,0,,6,
L-1011,2025-10-18T07:18:55.296317,2025-10-18T08:14:55.296317,Preparacion-Alimentacion-Molinos,Molienda,56,966,9.47,0,,5,
L-1011,2025-10-18T09:13:55.296317,2025-10-18T11:05:55.296317,Molienda,Molienda,112,993,9.01,0,,6,
L-1011,2025-10-18T11:24:55.296317,2025-10-18T11:46:55.296317,Control-Calidad-Molienda,Molienda,22,903,9.53,0,,3,
L-1011,2025-10-18T12:44:55.296317,2025-10-18T14:29:55.296317,Preparacion-Dosificacion,Envasado,105,848,12.27,0,calibracion,1,
L-1011,2025-10-18T14:39:55.296317,2025-10-18T15:12:55.296317,Sellado-Etiquetado,Envasado,33,844,11.22,0,,3,
L-1012,2025-10-10T21:06:55.296317,2025-10-10T21:36:55.296317,Limpieza,Acondicionamiento,30,969,18.05,0,,5,Humedad alta
L-1012,2025-10-10T21:42:55.296317,2025-10-10T22:01:55.296317,Control-Materia-Prima,Acondicionamiento,19,977,13.7,0,,2,
L-1012,2025-10-10T22:54:55.296317,2025-10-10T23:37:55.296317,Preparacion-Alimentacion-Molinos,Molienda,43,999,12.37,0,,3,
L-1012,2025-10-10T23:50:55.296317,2025-10-11T01:42:55.296317,Molienda,Molienda,112,905,14.65,0,,6,
L-1012,2025-10-11T02:25:55.296317,2025-10-11T02:48:55.296317,Control-Calidad-Molienda,Molienda,23,997,11.1,0,,4,
L-1012,2025-10-11T02:59:55.296317,2025-10-11T03:14:55.296317,Preparacion-Dosificacion,Envasado,15,812,8.0,0,,2,
L-1012,2025-10-11T03:23:55.296317,2025-10-11T03:53:55.296317,Sellado-Etiquetado,Envasado,30,773,9.42,0,,3,
L-1013,2025-10-20T22:48:55.296317,2025-10-20T23:20:55.296317,Limpieza,Acondicionamiento,32,882,11.34,0,,2,
L-1013,2025-10-20T23:57:55.296317,2025-10-21T00:16:55.296317,Control-Materia-Prima,Acondicionamiento,19,993,11.68,0,,5,
L-1013,2025-10-21T00:44:55.296317,2025-10-21T01:22:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,855,11.29,0,,4,
L-1013,2025-10-21T02:06:55.296317,2025-10-21T03:51:55.296317,Molienda,Molienda,105,928,9.1,0,,6,
L-1013,2025-10-21T04:13:55.296317,2025-10-21T04:37:55.296317,Control-Calidad-Molienda,Molienda,24,942,13.85,0,,6,
L-1013,2025-10-21T05:21:55.296317,2025-10-21T05:40:55.296317,Preparacion-Dosificacion,Envasado,19,852,10.03,0,,4,
L-1013,2025-10-21T05:58:55.296317,2025-10-21T06:31:55.296317,Sellado-Etiquetado,Envasado,33,907,11.38,0,,2,
L-1014,2025-10-04T14:37:55.296317,2025-10-04T15:11:55.296317,Limpieza,Acondicionamiento,34,984,9.16,0,,5,
L-1014,2025-10-04T15:44:55.296317,2025-10-04T16:04:55.296317,Control-Materia-Prima,Acondicionamiento,20,970,12.68,0,,5,
L-1014,2025-10-04T16:44:55.296317,2025-10-04T17:37:55.296317,Preparacion-Alimentacion-Molinos,Molienda,53,881,11.49,0,,5,
L-1014,2025-10-04T17:59:55.296317,2025-10-04T19:55:55.296317,Molienda,Molienda,116,942,11.61,0,,3,
L-1014,2025-10-04T20:12:55.296317,2025-10-04T20:34:55.296317,Control-Calidad-Molienda,Molienda,22,915,14.81,0,,6,
L-1014,2025-10-04T21:17:55.296317,2025-10-04T22:21:55.296317,Preparacion-Dosificacion,Envasado,64,907,12.62,0,atasco,1,
L-1014,2025-10-04T22:29:55.296317,2025-10-04T23:06:55.296317,Sellado-Etiquetado,Envasado,37,781,10.73,0,,4,
L-1015,2025-09-24T04:23:55.296317,2025-09-24T04:49:55.296317,Limpieza,Acondicionamiento,26,964,10.51,0,,5,
L-1015,2025-09-24T05:01:55.296317,2025-09-24T05:21:55.296317,Control-Materia-Prima,Acondicionamiento,20,1031,9.73,0,,2,
L-1015,2025-09-24T05:35:55.296317,2025-09-24T06:24:55.296317,Preparacion-Alimentacion-Molinos,Molienda,49,1018,9.35,0,,6,
L-1015,2025-09-24T07:07:55.296317,2025-09-24T09:50:55.296317,Molienda,Molienda,163,911,10.27,0,,5,
L-1015,2025-09-24T10:14:55.296317,2025-09-24T10:44:55.296317,Control-Calidad-Molienda,Molienda,30,752,10.81,0,,3,
L-1015,2025-09-24T11:29:55.296317,2025-09-24T11:52:55.296317,Preparacion-Dosificacion,Envasado,23,901,15.56,0,,1,Humedad alta
L-1015,2025-09-24T12:07:55.296317,2025-09-24T12:46:55.296317,Sellado-Etiquetado,Envasado,39,871,10.28,0,,4,
L-1016,2025-10-04T05:57:55.296317,2025-10-04T06:25:55.296317,Limpieza,Acondicionamiento,28,1109,9.97,0,,3,
L-1016,2025-10-04T06:57:55.296317,2025-10-04T07:18:55.296317,Control-Materia-Prima,Acondicionamiento,21,1032,13.16,0,,4,
L-1016,2025-10-04T08:01:55.296317,2025-10-04T08:49:55.296317,Preparacion-Alimentacion-Molinos,Molienda,48,949,8.76,0,,4,
L-1016,2025-10-04T09:38:55.296317,2025-10-04T11:28:55.296317,Molienda,Molienda,110,928,9.4,0,,4,
L-1016,2025-10-04T12:11:55.296317,2025-10-04T12:35:55.296317,Control-Calidad-Molienda,Molienda,24,899,13.09,0,,6,
L-1016,2025-10-04T13:17:55.296317,2025-10-04T13:46:55.296317,Preparacion-Dosificacion,Envasado,29,806,11.07,0,,4,
L-1016,2025-10-04T14:24:55.296317,2025-10-04T14:56:55.296317,Sellado-Etiquetado,Envasado,32,791,8.0,0,,4,
L-1017,2025-10-15T00:22:55.296317,2025-10-15T00:50:55.296317,Limpieza,Acondicionamiento,28,1051,9.63,0,,4,
L-1017,2025-10-15T01:37:55.296317,2025-10-15T01:52:55.296317,Control-Materia-Prima,Acondicionamiento,15,1120,10.45,0,,4,
L-1017,2025-10-15T02:13:55.296317,2025-10-15T02:51:55.296317,Preparacion-Alimentacion-Molinos,Molienda,38,1107,9.52,0,,6,
L-1017,2025-10-15T03:25:55.296317,2025-10-15T05:34:55.296317,Molienda,Molienda,129,865,12.84,0,,5,
L-1017,2025-10-15T06:27:55.296317,2025-10-15T06:54:55.296317,Control-Calidad-Molienda,Molienda,27,915,13.4,0,,2,
L-1017,2025-10-15T07:39:55.296317,2025-10-15T08:00:55.296317,Preparacion-Dosificacion,Envasado,21,844,10.83,0,,4,
L-1017,2025-10-15T08:10:55.296317,2025-10-15T08:46:55.296317,Sellado-Etiquetado,Envasado,36,985,16.58,0,,3,Humedad alta
L-1018,2025-10-06T01:39:55.296317,2025-10-06T02:14:55.296317,Limpieza,Acondicionamiento,35,930,13.45,0,,3,
L-1018,2025-10-06T02:43:55.296317,2025-10-06T03:04:55.296317,Control-Materia-Prima,Acondicionamiento,21,1088,11.97,0,,5,
L-1018,2025-10-06T03:30:55.296317,2025-10-06T04:12:55.296317,Preparacion-Alimentacion-Molinos,Molienda,42,1022,10.81,0,,4,
L-1018,2025-10-06T05:10:55.296317,2025-10-06T06:24:55.296317,Molienda,Molienda,74,779,10.58,0,,6,
L-1018,2025-10-06T07:17:55.296317,2025-10-06T07:42:55.296317,Control-Calidad-Molienda,Molienda,25,833,11.26,0,,3,
L-1018,2025-10-06T08:23:55.296317,2025-10-06T08:39:55.296317,Preparacion-Dosificacion,Envasado,16,961,10.15,0,,4,
L-1018,2025-10-06T09:08:55.296317,2025-10-06T09:44:55.296317,Sellado-Etiquetado,Envasado,36,977,11.68,0,,1,
L-1019,2025-10-16T11:38:55.296317,2025-10-16T12:11:55.296317,Limpieza,Acondicionamiento,33,986,15.9,0,,2,Humedad alta
L-1019,2025-10-16T13:02:55.296317,2025-10-16T13:24:55.296317,Control-Materia-Prima,Acondicionamiento,22,1087,15.98,0,,4,Humedad alta
L-1019,2025-10-16T13:50:55.296317,2025-10-16T14:31:55.296317,Preparacion-Alimentacion-Molinos,Molienda,41,903,13.95,0,,4,
L-1019,2025-10-16T15:16:55.296317,2025-10-16T18:02:55.296317,Molienda,Molienda,166,879,8.0,0,mantenimiento,4,
L-1019,2025-10-16T18:21:55.296317,2025-10-16T18:45:55.296317,Control-Calidad-Molienda,Molienda,24,832,14.89,0,,4,
L-1019,2025-10-16T18:51:55.296317,2025-10-16T19:12:55.296317,Preparacion-Dosificacion,Envasado,21,985,13.27,0,,2,
L-1019,2025-10-16T19:32:55.296317,2025-10-16T20:01:55.296317,Sellado-Etiquetado,Envasado,29,854,12.4,0,,2,
L-1020,2025-10-20T03:57:55.296317,2025-10-20T04:24:55.296317,Limpieza,Acondicionamiento,27,1048,14.18,0,,2,
L-1020,2025-10-20T05:20:55.296317,2025-10-20T05:38:55.296317,Control-Materia-Prima,Acondicionamiento,18,1012,11.06,0,,4,
L-1020,2025-10-20T06:23:55.296317,2025-10-20T07:07:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,1048,11.1,0,,5,
L-1020,2025-10-20T08:06:55.296317,2025-10-20T09:55:55.296317,Molienda,Molienda,109,904,9.06,0,,5,
L-1020,2025-10-20T10:17:55.296317,2025-10-20T10:40:55.296317,Control-Calidad-Molienda,Molienda,23,1025,12.25,0,,6,
L-1020,2025-10-20T11:32:55.296317,2025-10-20T11:46:55.296317,Preparacion-Dosificacion,Envasado,14,882,10.99,0,,2,
L-1020,2025-10-20T12:30:55.296317,2025-10-20T13:12:55.296317,Sellado-Etiquetado,Envasado,42,869,16.2,0,,2,Humedad alta
L-1021,2025-09-28T01:07:55.296317,2025-09-28T01:41:55.296317,Limpieza,Acondicionamiento,34,942,11.02,0,,2,
L-1021,2025-09-28T02:04:55.296317,2025-09-28T02:26:55.296317,Control-Materia-Prima,Acondicionamiento,22,966,14.3,0,,4,
L-1021,2025-09-28T03:04:55.296317,2025-09-28T03:44:55.296317,Preparacion-Alimentacion-Molinos,Molienda,40,949,14.83,0,,4,
L-1021,2025-09-28T04:36:55.296317,2025-09-28T07:03:55.296317,Molienda,Molienda,147,978,8.72,0,,3,
L-1021,2025-09-28T08:03:55.296317,2025-09-28T08:25:55.296317,Control-Calidad-Molienda,Molienda,22,815,8.14,0,,5,
L-1021,2025-09-28T08:30:55.296317,2025-09-28T08:52:55.296317,Preparacion-Dosificacion,Envasado,22,877,13.28,0,,3,
L-1021,2025-09-28T09:34:55.296317,2025-09-28T10:04:55.296317,Sellado-Etiquetado,Envasado,30,929,9.41,0,,3,
L-1022,2025-10-03T16:47:55.296317,2025-10-03T17:20:55.296317,Limpieza,Acondicionamiento,33,940,9.16,0,,5,
L-1022,2025-10-03T17:32:55.296317,2025-10-03T17:55:55.296317,Control-Materia-Prima,Acondicionamiento,23,1130,11.02,0,,3,
L-1022,2025-10-03T18:24:55.296317,2025-10-03T19:14:55.296317,Preparacion-Alimentacion-Molinos,Molienda,50,855,13.07,0,,5,
L-1022,2025-10-03T19:56:55.296317,2025-10-03T21:55:55.296317,Molienda,Molienda,119,863,11.02,0,,4,
L-1022,2025-10-03T22:02:55.296317,2025-10-03T22:27:55.296317,Control-Calidad-Molienda,Molienda,25,883,10.37,0,,4,
L-1022,2025-10-03T22:38:55.296317,2025-10-03T23:00:55.296317,Preparacion-Dosificacion,Envasado,22,872,14.93,0,,1,
L-1022,2025-10-03T23:59:55.296317,2025-10-04T00:30:55.296317,Sellado-Etiquetado,Envasado,31,882,11.02,0,,1,
L-1023,2025-10-08T19:16:55.296317,2025-10-08T19:46:55.296317,Limpieza,Acondicionamiento,30,1036,11.13,0,,3,
L-1023,2025-10-08T20:43:55.296317,2025-10-08T21:02:55.296317,Control-Materia-Prima,Acondicionamiento,19,1042,10.37,0,,2,
L-1023,2025-10-08T21:24:55.296317,2025-10-08T22:10:55.296317,Preparacion-Alimentacion-Molinos,Molienda,46,921,13.3,0,,2,
L-1023,2025-10-08T22:23:55.296317,2025-10-09T00:30:55.296317,Molienda,Molienda,127,1010,12.41,0,,3,
L-1023,2025-10-09T00:51:55.296317,2025-10-09T01:20:55.296317,Control-Calidad-Molienda,Molienda,29,933,8.0,0,,6,
L-1023,2025-10-09T02:02:55.296317,2025-10-09T02:21:55.296317,Preparacion-Dosificacion,Envasado,19,936,13.87,0,,3,
L-1023,2025-10-09T02:55:55.296317,2025-10-09T03:29:55.296317,Sellado-Etiquetado,Envasado,34,857,16.85,0,,4,Humedad alta
L-1024,2025-09-27T07:14:55.296317,2025-09-27T07:43:55.296317,Limpieza,Acondicionamiento,29,982,13.27,0,,6,
L-1024,2025-09-27T08:23:55.296317,2025-09-27T08:42:55.296317,Control-Materia-Prima,Acondicionamiento,19,933,10.29,0,,2,
L-1024,2025-09-27T09:41:55.296317,2025-09-27T10:23:55.296317,Preparacion-Alimentacion-Molinos,Molienda,42,873,8.0,0,,5,
L-1024,2025-09-27T10:56:55.296317,2025-09-27T13:07:55.296317,Molienda,Molienda,131,857,13.18,0,,4,
L-1024,2025-09-27T13:54:55.296317,2025-09-27T14:16:55.296317,Control-Calidad-Molienda,Molienda,22,895,18.19,0,,2,Humedad alta
L-1024,2025-09-27T15:14:55.296317,2025-09-27T15:36:55.296317,Preparacion-Dosificacion,Envasado,22,913,11.92,0,,3,
L-1024,2025-09-27T16:23:55.296317,2025-09-27T16:53:55.296317,Sellado-Etiquetado,Envasado,30,910,13.62,0,,1,
L-1025,2025-10-20T22:48:55.296317,2025-10-20T23:17:55.296317,Limpieza,Acondicionamiento,29,1030,10.55,0,,4,
L-1025,2025-10-21T00:16:55.296317,2025-10-21T00:35:55.296317,Control-Materia-Prima,Acondicionamiento,19,967,11.57,0,,5,
L-1025,2025-10-21T01:34:55.296317,2025-10-21T02:10:55.296317,Preparacion-Alimentacion-Molinos,Molienda,36,907,9.3,0,,4,
L-1025,2025-10-21T02:16:55.296317,2025-10-21T04:01:55.296317,Molienda,Molienda,105,941,15.53,0,,2,Humedad alta
L-1025,2025-10-21T04:17:55.296317,2025-10-21T05:42:55.296317,Control-Calidad-Molienda,Molienda,85,840,10.88,0,atasco,5,
L-1025,2025-10-21T06:16:55.296317,2025-10-21T06:36:55.296317,Preparacion-Dosificacion,Envasado,20,847,14.02,0,,1,
L-1025,2025-10-21T06:44:55.296317,2025-10-21T07:22:55.296317,Sellado-Etiquetado,Envasado,38,954,12.98,0,,4,
L-1026,2025-10-06T01:22:55.296317,2025-10-06T01:52:55.296317,Limpieza,Acondicionamiento,30,1018,14.93,0,,6,
L-1026,2025-10-06T02:28:55.296317,2025-10-06T02:45:55.296317,Control-Materia-Prima,Acondicionamiento,17,989,13.33,0,,3,
L-1026,2025-10-06T03:39:55.296317,2025-10-06T05:11:55.296317,Preparacion-Alimentacion-Molinos,Molienda,92,983,13.46,0,calibracion,3,
L-1026,2025-10-06T05:40:55.296317,2025-10-06T07:29:55.296317,Molienda,Molienda,109,890,8.54,0,,2,
L-1026,2025-10-06T08:01:55.296317,2025-10-06T08:24:55.296317,Control-Calidad-Molienda,Molienda,23,1041,12.66,0,,6,
L-1026,2025-10-06T08:54:55.296317,2025-10-06T09:13:55.296317,Preparacion-Dosificacion,Envasado,19,818,12.38,0,,4,
L-1026,2025-10-06T10:11:55.296317,2025-10-06T10:46:55.296317,Sellado-Etiquetado,Envasado,35,848,9.8,0,,4,
L-1027,2025-10-11T20:23:55.296317,2025-10-11T20:49:55.296317,Limpieza,Acondicionamiento,26,989,11.16,0,,6,
L-1027,2025-10-11T21:34:55.296317,2025-10-11T21:56:55.296317,Control-Materia-Prima,Acondicionamiento,22,1063,13.96,0,,3,
L-1027,2025-10-11T22:16:55.296317,2025-10-11T23:04:55.296317,Preparacion-Alimentacion-Molinos,Molienda,48,980,12.67,0,,5,
L-1027,2025-10-11T23:38:55.296317,2025-10-12T01:45:55.296317,Molienda,Molienda,127,902,8.0,0,,6,
L-1027,2025-10-12T02:31:55.296317,2025-10-12T02:53:55.296317,Control-Calidad-Molienda,Molienda,22,833,14.31,0,,5,
L-1027,2025-10-12T03:38:55.296317,2025-10-12T03:55:55.296317,Preparacion-Dosificacion,Envasado,17,863,13.89,0,,3,
L-1027,2025-10-12T04:29:55.296317,2025-10-12T05:02:55.296317,Sellado-Etiquetado,Envasado,33,876,12.49,0,,4,
L-1028,2025-10-20T00:52:55.296317,2025-10-20T01:20:55.296317,Limpieza,Acondicionamiento,28,883,10.52,0,,6,
L-1028,2025-10-20T02:06:55.296317,2025-10-20T02:27:55.296317,Control-Materia-Prima,Acondicionamiento,21,1088,8.0,0,,4,
L-1028,2025-10-20T03:17:55.296317,2025-10-20T04:01:55.296317,Preparacion-Alimentacion-Molinos,Molienda,44,1032,13.82,0,,5,
L-1028,2025-10-20T04:39:55.296317,2025-10-20T06:30:55.296317,Molienda,Molienda,111,894,10.58,0,,6,
L-1028,2025-10-20T06:38:55.296317,2025-10-20T07:04:55.296317,Control-Calidad-Molienda,Molienda,26,922,8.5,0,,5,
L-1028,2025-10-20T07:27:55.296317,2025-10-20T07:46:55.296317,Preparacion-Dosificacion,Envasado,19,1000,15.31,0,,2,Humedad alta
L-1028,2025-10-20T08:13:55.296317,2025-10-20T08:46:55.296317,Sellado-Etiquetado,Envasado,33,837,15.39,0,,1,Humedad alta
L-1029,2025-10-19T01:29:55.296317,2025-10-19T01:54:55.296317,Limpieza,Acondicionamiento,25,1086,13.44,0,,6,
L-1029,2025-10-19T02:04:55.296317,2025-10-19T02:20:55.296317,Control-Materia-Prima,Acondicionamiento,16,955,9.92,0,,3,
L-1029,2025-10-19T02:38:55.296317,2025-10-19T03:17:55.296317,Preparacion-Alimentacion-Molinos,Molienda,39,1045,16.11,0,,2,Humedad alta
L-1029,2025-10-19T03:54:55.296317,2025-10-19T08:44:55.296317,Molienda,Molienda,290,915,8.0,0,falla_electrica,6,
